id,date,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twentyone,twentytwo,twentythree,twentyfour
5766,2015/7/22,0,0,0,0,0,0,7,80,378,585,728,822,846,914,988,866,829,740,605,538,369,58,0,0
5767,2013/10/24,0,0,0,0,0,0,79,199,289,474,494,782,874,965,976,951,820,644,487,326,280,110,0,0
5768,2014/3/14,0,0,0,0,0,0,56,123,192,372,467,534,682,915,936,892,579,474,402,277,141,79,0,0
5769,2013/10/31,0,0,0,0,0,0,15,135,252,394,708,764,886,964,987,900,865,709,700,346,219,101,0,0
5770,2003/3/3,0,0,0,0,0,0,143,200,472,566,741,871,911,976,976,925,908,792,686,508,366,158,0,0
5771,2002/6/20,0,0,0,0,0,0,73,127,366,377,400,491,703,904,969,814,526,420,394,374,288,81,0,0
5772,2019/4/16,0,0,0,0,0,0,67,102,313,383,446,488,845,878,983,858,503,459,438,339,134,88,0,0
5773,2002/3/15,0,0,0,0,0,0,252,450,538,579,666,690,760,986,995,804,729,682,628,575,522,298,0,0
5774,2008/1/14,0,0,0,0,0,0,38,250,326,369,532,585,782,864,901,845,715,556,528,350,302,92,0,0
5775,2010/8/25,0,0,0,0,0,0,11,181,363,622,761,818,946,974,984,968,910,803,648,503,325,20,0,0
5776,2002/2/27,0,0,0,0,0,0,33,134,318,368,494,547,605,909,929,860,549,516,462,334,221,82,0,0
5777,2011/12/25,0,0,0,0,0,0,3,178,246,459,676,806,882,959,997,955,877,683,576,339,182,106,0,0
5778,2014/12/10,0,0,0,0,0,0,30,107,171,587,712,807,846,855,873,846,845,795,611,433,112,98,0,0
5779,2004/11/17,0,0,0,0,0,0,112,367,395,467,636,666,866,946,965,935,837,665,629,457,392,161,0,0
5780,2022/9/1,0,0,0,0,0,0,42,221,396,478,624,709,735,951,998,945,731,662,531,407,280,196,0,0
5781,2020/2/15,0,0,0,0,0,0,169,329,390,559,713,740,794,913,962,809,777,733,706,416,370,173,0,0
5782,2018/4/9,0,0,0,0,0,0,6,244,527,677,792,806,857,918,949,897,830,804,773,564,414,125,0,0
5783,2023/12/25,0,0,0,0,0,0,137,194,413,453,535,716,717,931,970,837,716,690,482,429,379,153,0,0
5784,2009/6/24,0,0,0,0,0,0,69,134,352,436,568,729,873,918,928,908,754,596,531,414,297,89,0,0
5785,2021/5/20,0,0,0,0,0,0,82,194,516,630,740,795,893,956,963,905,888,784,681,625,242,119,0,0
5786,2007/12/19,0,0,0,0,0,0,42,103,132,305,409,473,711,784,923,774,602,424,396,281,120,53,0,0
5787,2002/9/17,0,0,0,0,0,0,282,351,433,490,557,726,797,967,994,914,764,680,541,490,422,340,0,0
5788,2015/12/17,0,0,0,0,0,0,117,159,218,271,366,499,850,917,951,896,706,379,287,237,172,136,0,0
5789,2003/2/19,0,0,0,0,0,0,60,83,298,371,558,684,820,952,963,950,753,583,438,321,120,75,0,0
5790,2008/10/12,0,0,0,0,0,0,9,199,326,440,727,805,849,979,979,957,814,753,690,389,285,84,0,0
5791,2019/2/18,0,0,0,0,0,0,23,144,310,434,575,714,860,933,988,882,800,613,474,389,158,29,0,0
5792,2009/3/11,0,0,0,0,0,0,7,36,283,359,531,564,862,890,958,862,810,538,466,327,266,8,0,0
5793,2022/9/23,0,0,0,0,0,0,31,243,290,478,568,720,790,898,921,811,779,711,480,459,271,155,0,0
5794,2023/7/15,0,0,0,0,0,0,92,201,446,624,635,700,850,908,990,867,795,676,627,588,347,153,0,0
5795,2021/9/19,0,0,0,0,0,0,30,118,249,390,568,617,888,909,968,894,703,591,540,271,197,31,0,0
5796,2012/9/11,0,0,0,0,0,0,20,124,241,465,591,766,773,856,871,839,768,696,549,451,203,116,0,0
5797,2016/7/18,0,0,0,0,0,0,90,120,162,282,413,596,842,938,987,889,685,583,338,171,148,105,0,0
5798,2012/12/16,0,0,0,0,0,0,4,75,407,631,652,741,808,913,976,847,771,677,633,630,224,8,0,0
5799,2009/4/11,0,0,0,0,0,0,77,199,254,301,396,460,789,820,939,791,634,422,329,287,239,162,0,0
5800,2023/7/22,0,0,0,0,0,0,46,150,277,538,695,839,866,898,976,867,845,775,662,462,169,78,0,0
5801,2007/2/28,0,0,0,0,0,0,68,281,381,392,442,510,587,811,846,762,578,496,398,391,309,205,0,0
5802,2017/4/14,0,0,0,0,0,0,55,107,192,405,618,704,897,940,970,938,730,670,609,309,169,86,0,0
5803,2011/10/26,0,0,0,0,0,0,63,296,344,601,652,718,797,919,957,872,760,686,628,454,297,264,0,0
5804,2013/7/9,0,0,0,0,0,0,50,183,277,445,615,724,868,964,998,926,844,654,507,420,249,173,0,0
5805,2017/2/2,0,0,0,0,0,0,23,224,309,343,451,542,744,873,966,752,711,489,421,312,229,200,0,0
5806,2003/11/9,0,0,0,0,0,0,142,202,287,380,451,603,714,796,955,717,678,593,444,318,202,169,0,0
5807,2012/9/19,0,0,0,0,0,0,46,114,137,342,447,537,646,795,993,714,631,471,438,234,125,82,0,0
5808,2017/10/30,0,0,0,0,0,0,107,263,371,435,624,721,862,988,992,913,815,704,608,414,266,177,0,0
5809,2017/2/2,0,0,0,0,0,0,16,43,128,224,504,518,678,843,883,753,600,508,300,210,57,42,0,0
5810,2018/6/22,0,0,0,0,0,0,161,230,285,354,523,559,685,887,938,762,590,528,520,309,266,162,0,0
5811,2013/2/21,0,0,0,0,0,0,4,166,276,317,346,835,929,986,993,985,858,409,342,295,213,91,0,0
5812,2019/7/2,0,0,0,0,0,0,39,110,197,526,581,651,811,876,957,847,769,626,565,417,183,50,0,0
5813,2018/4/10,0,0,0,0,0,0,38,177,344,537,593,687,722,817,889,814,694,599,562,525,179,140,0,0
5814,2012/10/7,0,0,0,0,0,0,17,121,267,309,390,509,570,865,922,593,564,443,321,298,141,49,0,0
5815,2006/8/21,0,0,0,0,0,0,19,116,273,328,547,694,728,847,999,756,727,666,364,290,258,44,0,0
5816,2020/2/12,0,0,0,0,0,0,14,66,133,230,305,395,595,747,784,605,558,340,255,176,120,65,0,0
5817,2014/2/3,0,0,0,0,0,0,32,147,434,490,679,751,938,954,979,939,896,731,600,451,340,76,0,0
5818,2006/8/2,0,0,0,0,0,0,39,111,216,525,579,649,734,941,946,898,678,622,558,244,181,52,0,0
5819,2017/7/16,0,0,0,0,0,0,51,164,266,301,384,705,772,933,957,873,726,579,357,297,198,156,0,0
5820,2003/5/7,0,0,0,0,0,0,53,242,259,469,492,613,719,853,958,817,664,572,476,402,251,223,0,0
5821,2012/9/14,0,0,0,0,0,0,37,51,216,407,519,581,625,658,853,651,608,540,457,298,167,51,0,0
5822,2001/7/4,0,0,0,0,0,0,168,198,265,367,531,589,678,744,819,682,663,567,488,355,262,172,0,0
5823,2000/5/4,0,0,0,0,0,0,22,117,342,385,522,636,744,851,967,834,640,618,507,383,170,113,0,0
5824,2007/2/24,0,0,0,0,0,0,42,165,282,379,512,671,759,835,843,816,726,579,507,305,225,89,0,0
5825,2020/12/8,0,0,0,0,0,0,5,100,330,586,616,716,732,807,897,740,717,682,602,347,200,39,0,0
5826,2010/4/2,0,0,0,0,0,0,140,238,323,507,625,670,830,980,999,903,713,641,508,365,319,151,0,0
5827,2023/4/10,0,0,0,0,0,0,49,195,250,412,508,657,713,847,957,802,663,651,468,294,202,186,0,0
5828,2003/6/3,0,0,0,0,0,0,33,114,348,496,613,753,871,967,992,886,825,714,497,412,180,62,0,0
5829,2013/10/22,0,0,0,0,0,0,17,110,359,562,604,837,872,877,920,873,871,776,578,488,240,58,0,0
5830,2022/7/28,0,0,0,0,0,0,97,168,483,507,689,744,804,843,972,832,785,718,645,490,292,161,0,0
5831,2005/7/6,0,0,0,0,0,0,18,170,357,457,480,525,671,722,874,687,563,485,469,411,305,76,0,0
5832,2014/4/4,0,0,0,0,0,0,34,179,426,570,678,732,824,950,958,935,814,708,630,543,336,46,0,0
5833,2015/12/4,0,0,0,0,0,0,96,493,660,775,799,808,889,978,998,896,875,806,793,726,555,142,0,0
5834,2002/10/23,0,0,0,0,0,0,170,257,445,490,516,566,803,852,873,841,679,526,498,480,350,189,0,0
5835,2021/1/12,0,0,0,0,0,0,78,372,399,501,676,746,801,856,896,807,776,745,537,441,395,341,0,0
5836,2007/7/27,0,0,0,0,0,0,41,271,348,420,580,691,740,890,995,886,714,685,438,396,329,179,0,0
5837,2016/12/9,0,0,0,0,0,0,69,521,549,638,714,775,804,944,995,918,790,743,677,554,543,417,0,0
5838,2022/6/29,0,0,0,0,0,0,81,219,240,358,667,866,952,973,974,953,939,830,636,347,227,209,0,0
5839,2003/5/20,0,0,0,0,0,0,2,144,241,368,687,790,838,903,922,861,795,735,598,258,192,125,0,0
5840,2003/11/15,0,0,0,0,0,0,65,295,391,529,663,780,913,952,963,925,818,679,532,456,371,91,0,0
5841,2018/10/17,0,0,0,0,0,0,83,114,276,345,595,630,824,940,981,930,761,602,412,300,124,112,0,0
5842,2012/7/15,0,0,0,0,0,0,126,208,217,574,636,889,923,953,971,948,920,682,583,404,216,146,0,0
5843,2022/7/4,0,0,0,0,0,0,11,78,162,167,309,460,500,723,917,513,500,323,215,166,141,33,0,0
5844,2005/11/11,0,0,0,0,0,0,50,141,157,178,497,549,777,805,919,778,730,502,481,167,149,108,0,0
5845,2017/8/23,0,0,0,0,0,0,73,118,239,517,597,629,791,942,998,843,630,612,591,322,190,99,0,0
5846,2020/6/9,0,0,0,0,0,0,42,115,305,396,605,626,812,856,994,829,798,625,567,377,253,100,0,0
5847,2018/11/5,0,0,0,0,0,0,16,235,269,469,560,613,657,785,882,712,635,588,473,451,235,107,0,0
5848,2007/11/15,0,0,0,0,0,0,5,106,144,279,293,422,808,952,972,921,663,323,288,174,141,91,0,0
5849,2013/9/14,0,0,0,0,0,0,2,30,57,294,482,645,914,969,978,957,754,604,376,62,34,12,0,0
5850,2019/1/30,0,0,0,0,0,0,16,371,463,544,588,647,792,853,973,828,776,624,554,539,411,149,0,0
5851,2019/3/12,0,0,0,0,0,0,70,193,333,499,613,730,805,894,990,806,781,673,593,446,233,131,0,0
5852,2013/3/4,0,0,0,0,0,0,7,31,224,486,616,813,900,955,982,953,821,778,596,387,129,19,0,0
5853,2016/9/16,0,0,0,0,0,0,9,186,219,267,589,642,794,943,997,897,733,603,312,245,192,160,0,0
5854,2019/11/17,0,0,0,0,0,0,68,173,293,477,539,701,785,859,976,844,742,581,504,418,240,146,0,0
5855,2023/11/28,0,0,0,0,0,0,7,87,146,230,410,563,652,737,891,660,587,450,280,177,125,38,0,0
5856,2009/1/9,0,0,0,0,0,0,21,68,244,320,509,645,837,898,906,882,833,566,360,278,210,66,0,0
5857,2008/3/22,0,0,0,0,0,0,37,105,117,215,302,531,603,762,815,701,558,373,262,192,111,104,0,0
5858,2007/9/3,0,0,0,0,0,0,53,119,204,313,365,575,796,900,968,862,762,529,338,260,178,90,0,0
5859,2021/3/1,0,0,0,0,0,0,14,370,433,544,592,764,793,949,969,807,784,710,563,507,414,150,0,0
5860,2009/7/28,0,0,0,0,0,0,67,275,369,437,556,631,681,689,973,684,673,601,502,397,307,266,0,0
5861,2013/2/13,0,0,0,0,0,0,46,195,399,525,721,820,854,920,931,916,833,780,640,454,239,60,0,0
5862,2015/11/24,0,0,0,0,0,0,83,347,364,547,714,762,773,875,894,874,770,729,582,541,356,251,0,0
5863,2004/5/18,0,0,0,0,0,0,51,207,259,365,513,577,672,805,957,697,630,529,418,305,250,187,0,0
5864,2006/5/27,0,0,0,0,0,0,67,142,315,383,522,714,721,861,878,852,721,594,407,366,297,131,0,0
5865,2001/4/22,0,0,0,0,0,0,60,155,212,407,587,637,644,763,862,653,637,597,553,371,205,132,0,0
5866,2012/4/24,0,0,0,0,0,0,17,116,233,416,533,614,839,927,930,871,789,568,475,336,215,41,0,0
5867,2001/12/31,0,0,0,0,0,0,62,302,360,385,597,741,819,939,995,833,788,641,456,371,344,237,0,0
5868,2018/6/13,0,0,0,0,0,0,148,416,453,588,685,712,781,930,994,829,770,706,649,534,436,345,0,0
5869,2013/10/19,0,0,0,0,0,0,45,72,198,337,425,468,616,912,946,786,599,460,394,207,123,66,0,0
5870,2020/6/16,0,0,0,0,0,0,25,127,213,309,488,561,627,892,896,703,562,556,414,286,142,86,0,0
5871,2018/11/23,0,0,0,0,0,0,91,137,335,350,560,713,801,923,974,864,749,629,550,345,208,97,0,0
5872,2016/4/17,0,0,0,0,0,0,59,359,413,509,576,605,647,778,890,681,640,603,575,414,399,257,0,0
5873,2005/11/29,0,0,0,0,0,0,138,294,343,480,607,673,719,893,978,747,680,654,513,385,326,167,0,0
5874,2023/8/22,0,0,0,0,0,0,78,259,301,439,635,795,868,915,983,912,819,646,600,362,291,149,0,0
5875,2022/4/2,0,0,0,0,0,0,82,322,329,473,585,654,721,852,929,839,707,612,556,371,324,289,0,0
5876,2012/5/7,0,0,0,0,0,0,6,122,229,337,517,648,903,947,978,947,657,588,387,233,122,112,0,0
5877,2023/9/17,0,0,0,0,0,0,55,238,306,397,608,683,781,926,926,892,706,670,441,393,240,99,0,0
5878,2023/9/27,0,0,0,0,0,0,183,249,352,464,476,666,715,833,860,737,674,502,467,412,310,248,0,0
5879,2012/3/3,0,0,0,0,0,0,35,73,160,214,500,622,738,901,934,785,642,545,394,187,116,66,0,0
5880,2000/5/25,0,0,0,0,0,0,14,119,126,263,483,644,912,995,998,994,841,540,433,256,120,45,0,0
5881,2004/8/10,0,0,0,0,0,0,88,192,295,486,531,686,760,889,927,825,728,539,492,356,294,127,0,0
5882,2003/11/20,0,0,0,0,0,0,24,263,400,574,716,791,850,944,992,922,796,741,644,540,378,209,0,0
5883,2014/1/26,0,0,0,0,0,0,23,153,384,410,593,882,932,984,999,941,920,612,529,402,171,141,0,0
5884,2005/5/13,0,0,0,0,0,0,44,406,421,496,621,635,800,872,943,869,755,630,566,423,414,262,0,0
5885,2000/4/17,0,0,0,0,0,0,9,142,217,391,425,627,767,806,822,805,669,560,420,273,158,32,0,0
5886,2001/5/10,0,0,0,0,0,0,46,159,251,382,649,731,910,950,984,914,779,654,631,368,213,53,0,0
5887,2022/2/6,0,0,0,0,0,0,49,199,261,319,414,688,819,898,962,884,815,626,350,304,210,101,0,0
5888,2016/7/14,0,0,0,0,0,0,134,382,417,613,676,735,837,877,977,865,833,689,653,476,409,350,0,0
5889,2022/11/21,0,0,0,0,0,0,71,204,277,322,367,546,663,878,984,694,570,403,332,306,262,90,0,0
5890,2022/11/9,0,0,0,0,0,0,99,115,310,378,508,604,703,794,798,783,621,556,504,369,241,112,0,0
5891,2010/9/5,0,0,0,0,0,0,42,160,257,368,519,545,687,880,931,807,592,539,441,346,256,146,0,0
5892,2019/1/23,0,0,0,0,0,0,18,181,267,371,597,685,908,990,995,964,764,675,573,279,191,177,0,0
5893,2023/8/12,0,0,0,0,0,0,119,215,437,530,735,757,824,940,978,893,788,754,697,492,307,139,0,0
5894,2016/8/20,0,0,0,0,0,0,84,159,418,497,584,623,661,897,954,854,649,619,529,437,211,149,0,0
5895,2014/5/23,0,0,0,0,0,0,30,130,234,471,617,757,827,932,978,915,791,679,589,404,226,42,0,0
5896,2017/5/13,0,0,0,0,0,0,54,424,502,557,666,704,857,971,987,874,815,674,658,506,452,272,0,0
5897,2006/1/26,0,0,0,0,0,0,39,153,349,410,545,576,713,908,946,809,685,545,422,354,290,78,0,0
5898,2012/4/28,0,0,0,0,0,0,7,134,234,295,443,511,706,785,888,759,595,475,334,293,176,130,0,0
5899,2017/3/20,0,0,0,0,0,0,53,75,140,240,585,738,785,942,970,882,745,690,430,140,98,57,0,0
5900,2009/6/29,0,0,0,0,0,0,8,49,180,408,446,541,691,963,994,747,606,451,423,255,150,36,0,0
5901,2014/2/24,0,0,0,0,0,0,256,289,327,382,610,692,826,979,981,969,774,619,541,337,310,280,0,0
5902,2003/12/30,0,0,0,0,0,0,21,82,130,368,405,520,663,845,986,832,621,505,392,324,120,27,0,0
5903,2008/2/23,0,0,0,0,0,0,102,195,349,499,580,621,728,933,946,755,664,619,545,439,209,180,0,0
5904,2000/10/18,0,0,0,0,0,0,130,258,301,497,596,741,874,901,935,882,796,623,519,383,263,194,0,0
5905,2021/2/10,0,0,0,0,0,0,16,129,198,302,548,576,728,890,925,757,647,567,419,263,196,92,0,0
5906,2015/4/18,0,0,0,0,0,0,41,155,378,434,446,540,668,878,998,782,657,499,444,402,255,108,0,0
5907,2004/9/3,0,0,0,0,0,0,91,202,457,542,720,826,844,904,942,863,836,819,547,538,298,138,0,0
5908,2006/5/31,0,0,0,0,0,0,51,220,343,458,538,607,744,890,962,781,656,604,490,390,243,169,0,0
5909,2014/1/28,0,0,0,0,0,0,24,66,225,352,414,596,813,919,953,826,785,416,371,249,91,45,0,0
5910,2014/3/18,0,0,0,0,0,0,10,87,150,259,343,493,744,871,995,799,598,396,277,177,134,28,0,0
5911,2002/9/21,0,0,0,0,0,0,10,240,371,394,596,790,859,983,989,971,792,599,586,391,361,57,0,0
5912,2018/6/4,0,0,0,0,0,0,2,96,219,340,579,692,746,907,950,790,741,621,516,281,122,2,0,0
5913,2013/5/15,0,0,0,0,0,0,162,433,444,499,659,775,880,949,961,928,823,728,502,447,436,315,0,0
5914,2016/5/6,0,0,0,0,0,0,36,88,280,363,538,582,803,931,939,872,722,566,390,295,113,76,0,0
5915,2022/12/14,0,0,0,0,0,0,41,105,328,388,435,471,606,950,994,810,544,448,421,353,295,77,0,0
5916,2015/10/2,0,0,0,0,0,0,70,160,389,446,533,731,775,870,911,821,735,629,487,446,272,122,0,0
5917,2008/3/5,0,0,0,0,0,0,104,126,258,465,589,632,712,866,931,749,686,612,580,436,243,120,0,0
5918,2014/5/15,0,0,0,0,0,0,2,169,276,537,698,763,830,963,981,863,779,737,697,434,265,6,0,0
5919,2016/4/1,0,0,0,0,0,0,33,119,200,312,470,667,817,948,985,924,677,660,465,227,137,39,0,0
5920,2021/2/14,0,0,0,0,0,0,21,175,316,592,607,625,743,831,862,808,698,617,597,372,235,67,0,0
5921,2005/11/3,0,0,0,0,0,0,21,187,272,455,479,699,845,981,994,979,717,566,478,337,221,73,0,0
5922,2015/1/12,0,0,0,0,0,0,50,283,431,500,613,712,791,864,939,836,789,620,530,455,344,139,0,0
5923,2012/7/2,0,0,0,0,0,0,77,230,303,389,555,670,847,947,965,910,828,659,391,388,277,150,0,0
5924,2022/8/15,0,0,0,0,0,0,238,341,477,543,660,771,863,958,958,872,849,734,640,477,348,276,0,0
5925,2012/8/14,0,0,0,0,0,0,260,262,311,356,607,876,925,962,986,931,902,754,499,320,279,261,0,0
5926,2023/6/28,0,0,0,0,0,0,199,274,372,410,635,697,753,879,923,791,722,689,544,386,287,268,0,0
5927,2011/10/7,0,0,0,0,0,0,41,162,303,513,569,651,844,925,971,914,723,596,567,344,177,66,0,0
5928,2012/10/31,0,0,0,0,0,0,22,148,310,420,515,639,728,906,961,774,715,626,513,368,223,87,0,0
5929,2017/1/20,0,0,0,0,0,0,76,201,237,375,446,646,703,951,990,787,688,553,383,370,234,139,0,0
5930,2009/9/30,0,0,0,0,0,0,3,131,196,279,479,645,706,741,934,727,651,624,280,210,155,68,0,0
5931,2011/7/23,0,0,0,0,0,0,7,146,167,176,331,433,627,838,891,769,618,424,234,173,160,88,0,0
5932,2019/9/12,0,0,0,0,0,0,100,283,564,580,620,666,830,986,989,832,742,655,589,573,321,209,0,0
5933,2020/3/30,0,0,0,0,0,0,5,38,117,463,552,714,879,958,984,891,853,571,525,322,91,27,0,0
5934,2016/11/28,0,0,0,0,0,0,124,292,620,680,742,833,942,950,957,947,837,762,727,678,532,273,0,0
5935,2014/12/14,0,0,0,0,0,0,82,216,333,495,528,700,748,855,959,782,733,546,504,391,329,116,0,0
5936,2011/3/1,0,0,0,0,0,0,41,220,251,384,447,629,687,739,765,708,643,583,385,323,237,48,0,0
5937,2003/1/2,0,0,0,0,0,0,127,213,254,335,400,649,774,926,952,844,703,645,371,274,234,178,0,0
5938,2013/12/25,0,0,0,0,0,0,72,241,312,414,583,838,886,912,960,908,849,623,428,389,293,117,0,0
5939,2020/4/29,0,0,0,0,0,0,61,94,226,273,328,362,547,765,848,671,381,347,299,260,185,80,0,0
5940,2005/12/5,0,0,0,0,0,0,65,201,219,262,465,551,841,939,967,933,724,524,356,256,208,93,0,0
5941,2022/6/25,0,0,0,0,0,0,59,153,232,438,573,645,843,846,923,845,648,611,458,394,157,62,0,0
5942,2020/8/2,0,0,0,0,0,0,67,262,289,467,700,804,815,973,981,845,811,775,636,379,264,75,0,0
5943,2024/1/14,0,0,0,0,0,0,74,208,269,508,633,722,741,946,985,851,724,635,557,445,243,191,0,0
5944,2008/3/10,0,0,0,0,0,0,229,340,378,500,662,768,956,981,983,972,942,699,585,416,342,233,0,0
5945,2020/11/24,0,0,0,0,0,0,53,201,311,397,576,695,849,860,979,860,733,599,453,323,245,115,0,0
5946,2021/5/22,0,0,0,0,0,0,99,130,200,395,461,528,643,737,941,734,542,497,422,377,195,99,0,0
5947,2016/11/29,0,0,0,0,0,0,20,71,128,262,473,501,667,899,999,710,578,499,285,217,74,62,0,0
5948,2007/7/29,0,0,0,0,0,0,28,293,350,560,699,766,801,979,980,921,777,748,642,544,323,177,0,0
5949,2002/7/7,0,0,0,0,0,0,6,14,207,243,503,747,837,904,971,882,827,566,362,214,27,10,0,0
5950,2023/5/26,0,0,0,0,0,0,85,212,292,480,535,603,769,956,982,818,690,558,512,333,212,186,0,0
5951,2017/2/20,0,0,0,0,0,0,21,63,289,418,453,541,797,894,899,873,570,478,425,357,150,58,0,0
5952,2005/11/5,0,0,0,0,0,0,17,42,187,403,452,672,789,912,957,813,725,603,422,227,106,25,0,0
5953,2020/10/25,0,0,0,0,0,0,76,196,384,563,577,711,735,918,998,882,721,683,566,386,356,134,0,0
5954,2015/8/20,0,0,0,0,0,0,48,418,437,555,641,767,832,887,985,876,769,717,584,480,433,302,0,0
5955,2003/8/9,0,0,0,0,0,0,21,101,213,338,490,751,787,886,916,861,780,582,382,261,125,48,0,0
5956,2002/11/20,0,0,0,0,0,0,22,104,139,374,520,605,755,826,898,799,745,575,423,235,108,62,0,0
5957,2012/6/26,0,0,0,0,0,0,14,173,317,457,577,692,785,887,923,823,749,627,472,369,252,111,0,0
5958,2001/8/10,0,0,0,0,0,0,27,310,396,473,711,805,876,959,971,879,843,729,506,399,333,248,0,0
5959,2013/4/1,0,0,0,0,0,0,76,91,153,484,503,632,688,779,808,691,655,605,488,244,110,88,0,0
5960,2001/5/4,0,0,0,0,0,0,15,60,138,243,613,676,758,814,955,809,681,645,579,237,92,36,0,0
5961,2018/12/21,0,0,0,0,0,0,319,452,586,679,721,845,910,955,962,929,894,827,705,611,453,401,0,0
5962,2000/10/6,0,0,0,0,0,0,32,164,214,307,326,435,730,838,915,782,476,358,315,277,189,152,0,0
5963,2011/9/29,0,0,0,0,0,0,10,104,167,278,356,510,859,890,995,876,733,434,282,172,157,65,0,0
5964,2015/1/24,0,0,0,0,0,0,229,280,529,573,621,754,880,903,924,888,837,724,600,553,338,258,0,0
5965,2009/2/17,0,0,0,0,0,0,7,61,136,236,399,567,612,835,938,631,597,479,358,178,65,32,0,0
5966,2003/2/18,0,0,0,0,0,0,81,103,215,326,522,595,707,941,983,931,693,529,516,266,148,100,0,0
5967,2009/11/19,0,0,0,0,0,0,94,180,215,414,520,650,665,757,923,747,655,560,426,231,188,178,0,0
5968,2008/11/26,0,0,0,0,0,0,165,236,308,396,464,584,714,781,914,724,652,539,454,364,246,169,0,0
5969,2010/9/10,0,0,0,0,0,0,80,390,553,631,655,723,795,931,946,800,787,660,653,605,539,106,0,0
5970,2005/7/29,0,0,0,0,0,0,10,49,207,318,416,549,663,759,965,742,662,513,371,274,109,45,0,0
5971,2003/10/24,0,0,0,0,0,0,51,119,255,549,751,908,938,963,971,961,933,820,553,483,196,53,0,0
5972,2005/1/29,0,0,0,0,0,0,37,118,276,509,685,737,759,788,881,786,739,689,584,399,224,60,0,0
5973,2010/2/28,0,0,0,0,0,0,94,378,551,612,632,779,846,898,946,847,797,726,617,604,512,244,0,0
5974,2011/6/3,0,0,0,0,0,0,152,218,314,435,445,501,741,763,904,760,557,489,438,406,248,171,0,0
5975,2005/12/15,0,0,0,0,0,0,12,136,443,633,673,733,787,899,960,789,757,728,656,545,353,55,0,0
5976,2013/8/2,0,0,0,0,0,0,118,209,295,341,493,710,791,926,985,847,725,534,424,319,223,164,0,0
5977,2009/5/22,0,0,0,0,0,0,8,85,127,327,415,478,602,715,913,676,547,469,393,197,113,39,0,0
5978,2009/3/12,0,0,0,0,0,0,18,250,268,305,461,677,772,825,915,819,697,561,305,297,251,179,0,0
5979,2004/1/29,0,0,0,0,0,0,2,199,235,342,434,614,770,905,910,784,671,497,348,326,208,162,0,0
5980,2004/6/9,0,0,0,0,0,0,159,188,258,365,395,477,510,741,774,724,506,462,380,304,246,181,0,0
5981,2023/7/14,0,0,0,0,0,0,15,104,144,224,255,337,514,885,988,843,434,300,225,222,105,90,0,0
5982,2008/1/5,0,0,0,0,0,0,71,311,469,529,646,737,874,924,991,891,753,698,577,496,336,230,0,0
5983,2017/3/15,0,0,0,0,0,0,27,158,318,509,541,681,737,787,881,761,711,671,521,490,316,87,0,0
5984,2012/3/11,0,0,0,0,0,0,13,71,160,247,441,521,557,758,807,725,527,503,336,202,159,30,0,0
5985,2008/5/31,0,0,0,0,0,0,104,189,278,371,503,622,795,912,937,808,774,572,498,297,231,174,0,0
5986,2022/12/25,0,0,0,0,0,0,69,119,192,271,424,480,592,814,819,789,554,424,310,251,138,95,0,0
5987,2015/4/9,0,0,0,0,0,0,6,385,476,597,727,748,906,972,985,951,880,748,600,590,424,56,0,0
5988,2020/11/6,0,0,0,0,0,0,119,340,438,559,723,781,828,943,995,940,821,752,602,454,419,287,0,0
5989,2001/6/10,0,0,0,0,0,0,27,160,335,447,484,594,714,762,873,759,699,574,456,366,210,147,0,0
5990,2018/5/28,0,0,0,0,0,0,98,117,299,458,516,800,811,944,975,881,802,521,467,345,140,102,0,0
5991,2021/1/27,0,0,0,0,0,0,17,149,323,376,505,639,700,799,945,714,658,556,446,347,233,27,0,0
5992,2003/10/15,0,0,0,0,0,0,1,226,337,510,564,725,875,982,1000,969,852,611,551,402,324,124,0,0
5993,2015/4/27,0,0,0,0,0,0,7,164,210,404,505,715,811,919,970,814,801,653,460,367,176,37,0,0
5994,2021/9/18,0,0,0,0,0,0,220,368,483,605,724,767,935,985,988,950,933,730,697,518,483,234,0,0
5995,2006/3/20,0,0,0,0,0,0,29,82,239,352,463,528,625,780,997,738,531,479,381,254,113,80,0,0
5996,2014/6/22,0,0,0,0,0,0,8,373,574,607,682,760,825,931,997,834,805,686,625,599,467,11,0,0
5997,2006/9/26,0,0,0,0,0,0,13,46,175,257,412,560,653,870,960,849,601,517,332,237,53,23,0,0
5998,2005/10/14,0,0,0,0,0,0,40,116,236,511,601,759,853,881,973,863,818,750,567,311,154,65,0,0
5999,2001/5/12,0,0,0,0,0,0,39,82,135,506,554,716,814,849,991,815,754,655,523,437,82,70,0,0
6000,2005/11/22,0,0,0,0,0,0,77,170,219,329,554,776,882,910,972,885,844,718,542,231,199,124,0,0
6001,2023/4/23,0,0,0,0,0,0,21,114,209,270,558,651,821,864,895,832,696,648,448,210,137,111,0,0
6002,2019/3/2,0,0,0,0,0,0,1,134,174,276,387,493,597,797,816,640,584,448,307,196,160,52,0,0
6003,2004/1/23,0,0,0,0,0,0,25,94,172,343,490,553,746,903,947,766,580,534,466,286,128,63,0,0
6004,2013/12/8,0,0,0,0,0,0,28,110,150,226,349,508,870,941,950,916,649,377,313,180,115,108,0,0
